department,promoted,review,projects,salary,tenure,satisfaction,bonus,avg_hrs_month,left
operations,0,0.575778368,3,medium,7,0.732598893,0,185.8074994,1
logistics,1,0.567026139,3,medium,5,0.670932104,0,179.6521078,0
sales,0,0.584782264,3,medium,7,0.57030875,0,186.2362193,0
retail,0,0.626654197,3,medium,5,0.663853625,1,180.3194732,0
operations,0,0.545072255,4,low,7,0.633786326,1,187.2508845,1
sales,0,0.630506381,3,medium,6,0.620382839,1,181.6430367,0
operations,0,0.547593625,3,high,8,0.426310733,0,188.4686297,0
retail,0,0.693135286,3,high,7,0.3380284,0,187.3115374,0
sales,0,0.538217266,4,medium,7,0.250335576,0,186.110847,0
marketing,0,0.636048506,3,medium,6,0.551752381,0,182.5476856,0
support,0,0.763818363,3,low,6,0.347252812,0,183.5872767,1
retail,0,0.491245869,3,medium,5,0.796966328,1,179.2885181,0
operations,0,0.699388333,3,medium,8,0.541253696,0,188.3209776,1
admin,0,0.607593162,4,medium,5,0.11710213,0,179.5416261,0
sales,0,0.565454511,3,medium,6,0.374351206,0,183.0942957,0
engineering,0,0.815842478,2,low,4,0.509176221,0,177.9107373,1
support,0,0.604637275,3,high,6,0.667762921,0,182.9957629,0
sales,0,0.639582411,3,medium,7,0.440521768,0,186.4090975,0
engineering,0,0.630367053,3,high,6,0.532839741,0,181.8222488,0
operations,0,0.833750269,3,medium,6,0.356836996,1,182.4145554,1
logistics,1,0.736389649,3,medium,9,0.485759217,1,190.6303734,0
operations,0,0.767726988,3,medium,6,0.360273655,0,181.8422281,1
finance,0,0.493613189,3,medium,8,0.504000414,1,189.5502815,0
finance,0,0.620010953,4,medium,6,0.634181096,0,183.6405208,0
engineering,0,0.506050833,3,high,6,0.596904892,1,184.3537145,0
sales,0,0.622658296,3,medium,6,0.247532551,0,181.7502122,0
retail,0,0.659709643,4,medium,6,0.252366317,0,184.2155385,0
operations,0,0.610590605,4,medium,7,0.841254699,0,185.9819917,1
marketing,0,0.649726123,4,medium,8,0.62043303,0,187.6744038,1
logistics,0,0.686525729,3,medium,5,0.357370057,0,181.1170202,0
operations,0,0.647422553,3,medium,5,0.61925254,0,180.2048925,0
operations,0,0.651008024,3,medium,5,0.557229219,0,180.1723698,0
finance,0,0.607572005,3,high,5,0.629112658,0,180.8047492,0
retail,0,0.637511045,4,medium,5,0.623583639,0,181.125095,0
engineering,0,0.74799466,2,low,6,0.375859188,0,183.3751205,0
retail,1,0.667405087,4,medium,6,0.454299709,0,182.735215,0
sales,0,0.698592351,3,medium,6,0.450857502,0,182.9874699,1
sales,0,0.610601792,4,medium,8,0.51984204,0,189.722324,0
admin,0,0.587211698,3,medium,5,0.638426204,0,179.0717797,0
finance,0,0.541595758,4,medium,7,0.626520518,0,186.5151434,1
retail,0,0.602079704,4,medium,6,0.498513542,0,184.250777,0
sales,0,0.757322962,2,medium,6,0.324018255,0,183.4401972,0
logistics,0,0.640138463,3,low,7,0.566570206,1,187.0382956,1
retail,0,0.557217913,4,medium,7,0.692531831,0,187.0955692,1
operations,0,0.675817186,4,medium,7,0.543408218,0,185.1064447,0
operations,0,0.628634414,3,medium,5,0.607000566,1,180.7405197,0
operations,0,0.567489066,3,medium,8,0.503949804,0,187.7685233,1
retail,0,0.678769659,4,medium,8,0.306880524,0,187.9727876,0
engineering,0,0.596188461,3,low,9,0.244814968,0,192.0486089,1
sales,0,0.611331644,3,low,8,0.414719732,0,187.8539249,0
retail,0,0.802700336,3,medium,4,0.437013116,0,176.7972638,1
admin,0,0.575488275,3,high,7,0.338107432,0,187.16723,0
marketing,0,0.73031069,4,medium,6,0.382957084,0,181.5836587,1
operations,1,0.484941824,3,medium,9,0.524178039,0,192.6715465,0
engineering,0,0.594854178,4,low,8,0.56965829,0,189.7573274,0
sales,0,0.662315305,3,medium,5,0.724948302,1,180.8742012,0
retail,0,0.680894086,4,medium,8,0.436786777,0,187.9321726,0
engineering,0,0.716541624,4,medium,5,0.479657734,1,179.4930664,1
engineering,0,0.494524903,4,medium,8,0.465725305,1,190.1070089,0
operations,0,0.672983476,3,high,7,0.536540641,1,185.0642178,0
engineering,0,0.509208843,2,medium,4,0.898351716,0,176.7478008,0
sales,0,0.643969913,3,medium,8,0.72648392,0,187.7489531,1
operations,0,0.691415485,4,low,8,0.429704708,0,189.4321926,0
sales,0,0.608341817,3,medium,6,0.513280721,0,182.1031172,0
operations,0,0.623020841,4,medium,4,0.57972057,0,178.2239206,0
operations,0,0.818250299,3,high,5,0.422509572,1,180.4182933,1
finance,0,0.554884229,3,medium,8,0.419469324,0,189.2563472,0
support,0,0.647645507,4,medium,9,0.43086463,0,191.2630114,0
engineering,0,0.600054097,3,medium,5,0.596000913,0,180.4098535,0
retail,0,0.550005269,3,medium,6,0.76030407,1,184.2313929,0
retail,0,0.653638662,2,medium,6,0.219496346,0,183.5415806,0
operations,0,0.671946735,3,medium,7,0.295271426,0,185.8947755,0
sales,0,0.787061084,3,low,5,0.408885769,0,178.9023099,1
sales,0,0.49517063,2,medium,8,0.409844498,0,188.4848842,0
sales,0,0.630326051,3,medium,8,0.368335541,0,188.6975438,0
finance,0,0.603964583,3,medium,4,0.817286436,1,176.756428,0
operations,0,0.652243331,3,medium,6,0.617710658,1,181.6587936,0
retail,0,0.81244376,3,medium,3,0.580221569,0,175.3976113,1
engineering,0,0.745750087,3,medium,7,0.368062392,1,186.4659041,0
sales,0,0.735405052,4,high,8,0.572917651,1,188.973366,1
finance,0,0.66382731,3,medium,6,0.502001541,0,183.0507082,1
finance,1,0.706858525,4,medium,7,0.242514826,1,184.9714418,0
admin,0,0.670317455,3,medium,6,0.406297073,1,183.5789986,0
sales,0,0.636714521,3,low,5,0.498147852,0,180.4503858,0
support,0,0.721268703,3,medium,8,0.408561313,0,189.2177637,0
operations,0,0.537033288,3,medium,6,0.754019593,0,183.3799374,0
operations,0,0.624017834,3,medium,7,0.663607805,0,187.3955976,1
operations,0,0.700683394,3,medium,8,0.403881857,0,188.8454652,1
finance,0,0.679570206,3,medium,8,0.669656325,0,187.7923995,1
sales,0,0.598051467,3,medium,8,0.511787831,0,187.90535,0
sales,0,0.802531242,3,high,7,0.251020157,1,185.5130643,0
sales,0,0.683830498,4,medium,4,0.756954847,0,176.0244534,0
engineering,0,0.744370636,4,low,8,0.37172019,0,188.8771562,0
engineering,0,0.714439748,3,medium,7,0.435859596,0,185.0853907,0
engineering,0,0.640852759,3,medium,5,0.761829079,0,179.0178064,0
sales,0,0.539155206,3,medium,8,0.264335922,1,187.8722716,0
sales,0,0.650976902,3,low,8,0.383027101,0,188.2203977,0
engineering,0,0.55992704,3,medium,7,0.522478282,1,184.9622319,0
operations,0,0.643187112,3,medium,8,0.566383972,1,187.6287027,1
finance,0,0.804341673,3,medium,6,0.351162386,1,181.9471182,1
support,0,0.825194815,3,medium,5,0.424836987,0,178.57373,1
marketing,0,0.813997836,3,medium,5,0.405308226,0,179.3164065,1
marketing,0,0.623681682,3,high,8,0.38999293,0,187.9964653,0
retail,0,0.790908343,4,medium,5,0.365452794,0,179.5151944,1
operations,0,0.577146587,4,medium,7,0.664556351,0,184.8954764,0
logistics,0,0.76395801,2,high,8,0.490094796,1,189.0753373,1
sales,0,0.59580914,4,medium,7,0.53656275,1,186.9906201,1
sales,0,0.685125334,4,medium,9,0.525303044,0,190.9847629,0
marketing,0,0.708709132,3,high,7,0.280844078,0,184.8068517,1
retail,0,0.651954785,3,medium,5,0.599507811,1,179.4139016,0
support,0,0.424041999,4,medium,7,0.600654,0,186.2353258,1
engineering,0,0.736071379,3,medium,6,0.259115236,0,184.1957984,1
marketing,0,0.687226798,3,medium,7,0.361883893,1,185.8480215,0
IT,0,0.670019274,5,medium,4,0.580570282,0,177.3082337,0
marketing,0,0.427074694,5,medium,7,0.881719737,0,184.8515038,1
sales,1,0.669506945,3,low,6,0.588110911,1,182.3591123,0
marketing,0,0.647894919,3,medium,11,0.605219143,0,196.5348081,0
retail,0,0.681455284,4,high,6,0.644495678,0,182.5457469,0
support,0,0.600202941,3,medium,6,0.247906842,1,181.5401938,0
operations,0,0.637553686,4,high,7,0.70963863,0,187.2195689,1
support,0,0.65107836,3,medium,7,0.432946055,0,185.5541335,0
retail,0,0.627584603,3,medium,5,0.617781758,0,181.4637468,0
support,0,0.632045582,3,medium,7,0.406384186,0,184.8834924,0
engineering,0,0.716228177,4,medium,9,0.52296262,1,191.4111314,0
operations,0,0.635713709,3,medium,8,0.530876602,0,188.4945039,1
sales,0,0.7828109,3,medium,5,0.333750028,0,179.9657984,1
operations,0,0.605175758,4,medium,5,0.733608988,0,180.7130791,0
IT,0,0.743478855,3,medium,7,0.42747233,0,186.5994622,0
support,0,0.621220838,4,low,7,0.360521195,0,187.3993611,0
sales,0,0.924180884,3,medium,4,0.308684242,0,177.7873502,1
operations,0,0.552144973,3,medium,7,0.612390873,0,186.5407301,1
logistics,0,0.742425039,5,medium,5,0.305255797,0,180.1488112,0
retail,1,0.729238002,3,medium,5,0.509129094,0,178.8404757,1
retail,0,0.578621627,3,medium,5,0.754045438,0,179.0428266,0
marketing,0,0.727870292,3,low,6,0.242766394,0,183.5137351,0
finance,0,0.53365963,3,medium,5,0.689885795,1,181.1481857,0
marketing,1,0.82976755,4,medium,6,0.240744943,1,183.5771656,1
sales,0,0.580818579,3,medium,8,0.620589894,0,187.5016194,1
operations,0,0.575730889,3,medium,7,0.335381841,1,184.8107462,0
retail,0,0.606532638,3,low,8,0.649261119,0,187.5202958,1
operations,0,0.516646936,5,medium,6,0.890503004,1,181.6666645,0
logistics,0,0.570934748,3,medium,5,0.719661833,0,180.2328235,0
marketing,0,0.802370544,3,medium,8,0.542527389,0,189.2858019,0
marketing,0,0.521391297,4,medium,7,0.653859056,1,185.6498455,0
retail,0,0.612766762,3,medium,5,0.624597944,1,180.2689351,0
marketing,0,0.768488123,4,low,5,0.589140891,0,180.3048037,1
sales,0,0.691958161,3,medium,4,0.172008233,0,177.8615153,0
sales,0,0.552894832,4,medium,8,0.572549138,0,189.0281425,0
engineering,0,0.577422088,4,low,6,0.211085074,0,184.4117664,0
logistics,0,0.551567632,3,high,5,0.817236231,0,179.4562296,0
support,0,0.8168396,3,high,8,0.633427942,0,189.0312363,1
IT,0,0.650700545,4,medium,8,0.473897978,1,190.4239645,0
sales,0,0.609466107,3,medium,7,0.706897717,0,186.4856017,1
finance,0,0.605734031,3,medium,5,0.729960051,1,179.8179103,0
retail,0,0.703819312,4,medium,7,0.402773285,1,187.154394,0
IT,0,0.809579372,3,medium,5,0.567752378,0,178.847742,0
sales,0,0.570780688,4,low,8,0.449043074,0,188.9545499,0
marketing,0,0.475952807,3,medium,7,0.26067597,0,185.1953548,0
engineering,0,0.570149788,3,medium,5,0.697775443,0,179.9080499,0
retail,0,0.603890731,3,medium,8,0.481499578,0,188.5983547,0
marketing,0,0.589038528,4,high,6,0.656080261,0,181.5088388,0
retail,0,0.675908111,3,high,5,0.543326798,0,181.165343,0
admin,0,0.678393158,4,low,5,0.619296356,1,181.3770418,0
marketing,0,0.618892803,4,low,8,0.433896968,0,188.9159082,0
support,0,0.633603568,2,low,6,0.581802637,0,182.0719626,0
retail,0,0.583723295,3,medium,6,0.651166572,1,182.4815236,0
engineering,0,0.649727438,2,medium,5,0.676809033,0,179.9745392,0
marketing,0,0.749948928,3,medium,7,0.355320811,0,186.6834327,0
support,0,0.532237846,3,medium,7,0.366920678,0,185.6783002,0
operations,0,0.565074627,3,medium,8,0.371890971,0,189.3703613,0
operations,0,0.653329188,3,medium,10,0.499661407,0,193.7774457,0
operations,0,0.55528757,4,medium,7,0.659011387,1,185.4312771,0
IT,0,0.572838462,3,medium,4,0.736834498,0,178.4231243,0
operations,0,0.865243041,4,medium,5,0.195521499,0,179.8034075,1
logistics,0,0.671786544,4,medium,5,0.605868379,0,180.6467025,0
operations,0,0.583977812,3,medium,7,0.379651814,1,186.3598359,0
operations,0,0.707022707,4,medium,9,0.502479642,0,192.0215556,0
IT,0,0.80362507,4,medium,6,0.37151685,1,182.1329995,1
sales,0,0.542610442,3,high,7,0.374736821,0,187.0824245,0
admin,0,0.705801324,4,medium,8,0.426558864,0,189.3517904,1
engineering,0,0.733156164,4,low,6,0.579077128,0,183.4624923,0
sales,0,0.831281135,3,low,6,0.135181373,1,183.7919276,1
sales,0,0.575460809,3,medium,5,0.860199815,1,180.655399,0
engineering,0,0.677498453,3,high,9,0.495194328,0,193.1743905,0
retail,0,0.783110492,3,medium,5,0.421099955,0,180.5047769,0
retail,0,0.724124161,4,medium,8,0.671863949,0,187.6002427,1
marketing,0,0.691570234,3,high,6,0.427956225,1,183.1822345,0
retail,0,0.686254144,2,medium,6,0.48824124,0,182.3380243,0
support,0,0.558141309,3,medium,7,0.744905421,0,186.3904399,1
support,0,0.805195346,4,high,4,0.469268011,1,176.7788672,1
retail,0,0.521527475,3,high,10,0.584960991,0,193.8124292,0
support,0,0.629891947,4,medium,9,0.422844164,0,192.8388753,0
operations,0,0.6427706,4,medium,6,0.285253577,0,181.6965422,0
marketing,0,0.728199915,3,medium,5,0.392830918,0,180.4928656,0
sales,0,0.725075361,3,high,4,0.68907074,0,178.3686127,1
engineering,0,0.780768641,3,medium,6,0.333083,0,182.0149113,1
operations,0,0.680588671,3,medium,6,0.529632197,0,183.5837777,0
sales,0,0.587331326,3,medium,6,0.740770003,0,182.7608226,0
sales,0,0.677415487,4,low,6,0.584752129,0,182.0758807,0
support,0,0.588299996,3,medium,7,0.622699897,0,187.0547745,1
retail,0,0.581823772,3,medium,6,0.626625578,0,183.0847634,0
sales,0,0.613035889,2,medium,9,0.3677452,1,190.8757123,0
finance,0,0.700310166,4,medium,7,0.298452983,1,185.7307774,0
engineering,0,0.526992949,2,medium,7,0.57657749,1,187.0320513,1
operations,0,0.711160056,2,low,7,0.358483051,1,186.9068344,0
marketing,0,0.647505573,3,medium,5,0.707292068,0,180.5815012,0
finance,0,0.581082001,3,medium,4,0.678521204,0,177.9769989,0
IT,0,0.581600612,3,medium,7,0.466100513,1,186.950314,0
operations,0,0.705086614,3,medium,8,0.537174728,0,187.7130872,1
engineering,0,0.808993644,3,medium,5,0.345641523,0,181.0477236,1
sales,0,0.699925489,3,medium,5,0.53638606,0,180.3443556,0
admin,0,0.531834223,3,medium,6,0.75257219,0,182.5505162,0
admin,0,0.594292232,3,medium,7,0.523481607,1,187.3860406,1
marketing,0,0.697825822,3,high,7,0.606262926,0,184.5958056,0
admin,0,0.768801803,3,low,8,0.608471638,0,188.3668928,1
engineering,0,0.587076661,4,medium,7,0.704840062,0,186.5333583,1
sales,0,0.693721713,3,medium,5,0.589531632,0,179.4325156,0
retail,0,0.659257295,3,high,9,0.470329193,0,192.2815955,0
sales,0,0.706137311,3,low,7,0.563345038,0,186.9348989,0
finance,0,0.599696573,3,high,6,0.59912085,0,184.3097962,0
sales,0,0.61610131,4,low,8,0.440099281,0,188.1897687,1
operations,0,0.636898433,3,medium,8,0.66855884,0,187.6778894,1
operations,0,0.566397358,3,medium,7,0.343138143,0,187.3188995,0
retail,0,0.769711466,4,medium,8,0.51171241,0,188.3847718,0
marketing,0,0.648253221,3,high,5,0.596909534,0,181.0432575,0
retail,0,0.628336888,2,medium,8,0.290734346,0,188.7984407,1
support,0,0.68970997,3,medium,6,0.277786977,0,184.3847805,0
engineering,0,0.686088595,4,medium,9,0.418030901,1,191.6825154,0
retail,0,0.771247818,3,medium,5,0.46289163,1,178.7067236,0
support,0,0.548180094,3,medium,7,0.517097014,0,184.5468214,0
logistics,0,0.545675704,3,medium,8,0.419219653,0,189.9770837,0
retail,0,0.676471777,4,high,8,0.700003898,0,188.3555453,1
operations,0,0.582633193,3,medium,6,0.701011483,0,182.3656879,0
operations,0,0.644189931,3,medium,10,0.518725188,0,195.6191117,0
retail,0,0.514097507,4,medium,5,0.809969339,0,180.8104826,0
engineering,0,0.601043033,3,medium,9,0.577853514,0,192.4545988,0
sales,0,0.681813704,4,medium,4,0.630003566,0,175.6269269,0
retail,0,0.606497786,3,medium,7,0.738648787,0,187.1887346,1
sales,0,0.774150465,4,low,6,0.267253864,0,182.3740304,1
engineering,0,0.492568187,3,medium,6,0.226445315,0,183.9800508,0
logistics,0,0.757366927,3,low,7,0.362356543,1,185.3663003,1
retail,0,0.722510317,3,medium,7,0.354144187,0,184.8915769,0
marketing,0,0.634800936,3,low,6,0.69646551,0,182.3076199,0
IT,0,0.57297204,3,medium,5,0.705200053,1,181.0873323,0
operations,0,0.688650046,3,high,6,0.162107204,0,183.2304972,0
retail,0,0.652886266,3,medium,8,0.573737579,0,187.5880707,1
engineering,0,0.559997725,4,high,6,0.779951748,0,181.9546463,0
retail,0,0.645554578,4,low,6,0.471714838,1,184.425408,0
marketing,0,0.712644191,4,medium,8,0.698217153,0,187.805398,1
support,0,0.648001114,3,medium,7,0.354673167,0,186.2409097,0
engineering,0,0.716100453,3,high,5,0.435861784,0,179.8226113,0
sales,0,0.574810561,4,medium,7,0.167383447,0,185.3368366,0
operations,0,0.595657054,3,high,8,0.421188478,0,187.9516829,0
logistics,0,0.698061411,3,high,10,0.628668787,1,193.5349065,0
IT,0,0.614999145,3,medium,8,0.462923998,0,189.9337716,0
retail,0,0.600996905,3,low,5,0.750922003,0,180.3455532,0
finance,0,0.659789919,3,medium,7,0.368901128,0,186.6413752,0
retail,0,0.595807089,4,medium,6,0.758012082,0,182.0644359,0
logistics,0,0.459599122,3,medium,5,0.858843126,0,179.6228659,0
engineering,0,0.767770175,3,medium,6,0.300793727,1,183.9133194,0
retail,0,0.744381354,4,medium,7,0.407580278,1,186.8671207,0
marketing,0,0.641584937,3,medium,5,0.563466107,0,181.1052262,0
marketing,0,0.817248379,3,low,5,0.511246065,0,178.7611951,1
engineering,0,0.665860115,3,medium,8,0.461980302,0,188.1884141,0
engineering,0,0.518132465,4,medium,8,0.556412661,0,187.7303226,1
operations,0,0.54745578,3,high,9,0.473528789,0,193.191494,0
engineering,1,0.694152271,4,medium,5,0.445669579,0,180.7163294,1
support,0,0.624989878,4,medium,9,0.581984163,1,193.4630775,0
operations,0,0.662127823,3,medium,6,0.535112949,1,182.9962822,0
marketing,0,0.631338415,3,high,8,0.618735039,0,188.3701394,1
operations,0,0.50637674,4,medium,9,0.401883542,0,192.0240773,0
operations,0,0.626578096,4,medium,6,0.661552228,0,184.0380094,0
finance,0,0.546300292,2,low,4,0.659062998,0,177.6836523,0
retail,0,0.809656402,4,medium,8,0.756188469,0,188.0788169,1
support,0,0.614230136,3,medium,7,0.469320914,0,185.4833875,1
retail,0,0.712530279,3,medium,4,0.573622964,0,178.2738859,0
engineering,0,0.679120086,3,medium,8,0.335051892,1,189.3864158,1
retail,0,0.601687885,3,medium,6,0.609103279,0,184.3029952,0
retail,0,0.510437655,3,medium,8,0.420169981,0,187.5534662,0
retail,0,0.679839224,3,high,9,0.60114615,1,191.9265791,0
sales,0,0.65000565,4,medium,8,0.428094537,0,189.0435024,0
support,0,0.533919013,3,high,4,0.909664346,0,175.862721,0
retail,0,0.625858737,3,high,8,0.452113304,0,190.1576018,0
marketing,0,0.699756605,3,medium,6,0.478361862,0,183.6170235,1
sales,0,0.62740227,3,medium,8,0.553514099,1,187.7856726,1
sales,0,0.622362465,3,medium,8,0.443905002,0,188.5352195,1
support,0,0.650959077,3,medium,7,0.266407721,0,187.4008989,0
engineering,0,0.813989126,4,high,6,0.336853797,0,183.9436369,1
sales,0,0.676269673,3,medium,7,0.282326656,1,187.453426,0
operations,0,0.710380585,2,medium,6,0.450772261,0,182.9628666,1
operations,0,0.711146133,4,medium,6,0.4364364,1,183.0350877,0
retail,0,0.721268821,2,medium,6,0.295484031,0,183.1162829,1
logistics,0,0.619196002,4,high,6,0.159166281,0,181.7139359,0
sales,0,0.537647273,3,medium,8,0.52405621,0,188.1807474,0
sales,0,0.662478927,3,medium,6,0.53441323,0,183.7154045,0
operations,0,0.578643617,2,low,6,0.621803471,0,183.0356103,0
finance,0,0.672511263,2,medium,7,0.326108364,0,187.2075742,0
finance,0,0.800862499,3,medium,5,0.276437016,0,181.2069567,1
operations,0,0.610760591,3,medium,7,0.754901269,0,186.1566107,0
admin,0,0.635102162,4,medium,7,0.289962071,0,187.1026165,0
retail,0,0.620932934,3,high,6,0.332194528,1,183.8550047,1
marketing,0,0.638312423,4,medium,7,0.425446528,0,185.4897201,0
logistics,0,0.457056742,3,medium,6,0.759986208,1,182.0049331,0
sales,0,0.78851463,3,medium,9,0.531859914,0,193.4616973,0
engineering,0,0.605718126,3,medium,10,0.641503363,0,193.6812063,0
retail,0,0.744305704,4,medium,6,0.47668264,0,182.3063095,0
operations,0,0.591337029,3,medium,7,0.564374072,0,185.5680498,0
operations,0,0.657158613,3,medium,6,0.450798549,1,182.7304943,0
marketing,0,0.580477326,3,low,7,0.555701145,1,186.9412194,1
operations,0,0.642882607,3,medium,8,0.463019257,0,187.5896119,0
engineering,0,0.48416186,3,low,9,0.481860287,1,191.258243,0
IT,0,0.605124827,3,high,7,0.498230512,0,185.8833677,0
retail,0,0.729526893,4,medium,9,0.6769448,1,192.2781551,0
operations,0,0.559431114,3,medium,6,0.791662315,0,182.0463999,0
sales,0,0.544557786,3,high,7,0.685724163,1,185.449348,0
retail,0,0.687337528,3,medium,5,0.307272678,1,181.2345262,0
sales,0,0.61816996,3,medium,7,0.714897016,0,186.9390019,1
operations,0,0.490465533,3,low,6,0.697670004,0,184.4374135,0
retail,0,0.649440998,3,medium,4,0.552573683,1,178.3737483,0
operations,0,0.476575846,3,medium,6,0.957291074,0,182.4389079,0
support,0,0.604044955,4,medium,5,0.581340552,1,178.9467419,0
marketing,0,0.699898271,3,high,5,0.456430872,0,178.8846672,0
marketing,0,0.491341647,3,medium,9,0.419115124,0,190.7315788,0
retail,0,0.683159228,4,medium,6,0.545915478,0,182.4147403,0
finance,0,0.631642773,3,medium,8,0.468404193,0,188.3945854,0
sales,0,0.698276367,4,medium,5,0.549868138,0,178.7885238,0
operations,0,0.63271388,3,medium,6,0.701843991,0,181.9007872,0
operations,0,0.670887911,3,medium,8,0.496302344,0,188.7813401,1
admin,0,0.53463944,3,low,6,0.325617116,0,183.9096712,0
sales,0,0.599736368,3,medium,8,0.322064093,0,190.15257,0
marketing,0,0.81206627,3,medium,8,0.436482566,0,188.7086576,0
sales,0,0.693448874,3,medium,5,0.524157743,0,179.8219485,1
engineering,0,0.672073621,3,medium,6,0.60497976,0,182.4147755,0
finance,0,0.729085063,4,medium,9,0.592827844,0,193.3882438,0
sales,0,0.596476505,3,low,6,0.599042698,0,183.1132737,0
finance,0,0.696919352,4,low,7,0.53556122,0,186.8308639,0
engineering,0,0.855714958,4,medium,6,0.215669514,1,183.8884645,0
sales,0,0.781293011,3,medium,4,0.40320956,0,177.1063445,1
marketing,0,0.498904638,4,high,6,0.632214329,0,184.3433182,0
retail,0,0.65538082,4,medium,6,0.627934323,0,183.2165585,0
sales,0,0.688892863,3,medium,6,0.242268323,0,182.2994552,0
retail,0,0.720143622,3,medium,5,0.582995326,0,179.7985886,0
engineering,0,0.75276083,4,medium,6,0.523462191,1,182.7906035,0
sales,0,0.584782349,4,medium,6,0.760386514,0,181.7419037,0
sales,0,0.741057229,3,medium,8,0.670550695,0,188.2673912,1
marketing,1,0.636517009,2,medium,5,0.614243556,0,181.2947226,0
sales,0,0.654749434,3,low,7,0.476721361,0,185.2386617,1
engineering,0,0.643988197,4,medium,5,0.748774056,1,180.4571672,0
marketing,0,0.626284085,3,low,5,0.614522641,0,179.0861585,0
sales,0,0.668739137,3,low,5,0.610917552,0,181.0929628,0
finance,0,0.680761897,4,medium,8,0.544171107,0,188.4696299,1
sales,0,0.627925036,3,medium,7,0.649238368,0,187.2725189,1
marketing,0,0.637382714,3,medium,9,0.43008521,0,192.0427387,0
operations,0,0.651596048,4,medium,6,0.606527721,0,181.7660017,0
engineering,0,0.606069249,3,medium,7,0.475806838,0,185.6678115,1
logistics,0,0.625080714,3,high,8,0.50687372,0,187.9046239,0
support,0,0.657753146,4,medium,6,0.507210924,0,182.7945292,0
sales,0,0.728156544,3,low,8,0.505750434,1,188.93382,1
sales,0,0.782897183,4,medium,9,0.584869989,0,192.5275425,0
operations,0,0.558423849,4,medium,7,0.31369175,0,185.1407019,0
operations,0,0.700298951,3,medium,8,0.27519271,1,188.6342393,1
engineering,0,0.643037463,4,medium,4,0.632462181,0,177.1440844,0
engineering,0,0.680536986,3,low,7,0.260783702,1,184.9415965,0
retail,0,0.748034907,4,medium,5,0.478597464,0,180.6423642,1
retail,0,0.636717727,4,high,8,0.593475165,0,187.9345852,1
retail,0,0.609038973,3,medium,6,0.688702382,0,183.7588351,0
engineering,0,0.519995666,3,medium,8,0.53162967,0,187.7511661,0
engineering,0,0.682922704,4,low,6,0.525019818,1,184.2142952,0
operations,0,0.622365358,3,medium,9,0.63300506,1,192.6454386,0
support,0,0.515703507,3,high,7,0.537218111,0,187.119473,1
retail,0,0.733581498,3,medium,8,0.595132567,0,188.3920345,1
retail,0,0.672802126,3,medium,5,0.586615978,1,180.055058,0
sales,0,0.707328612,4,medium,7,0.348698624,0,186.1854203,0
sales,0,0.736808882,3,high,8,0.63204582,0,188.2868664,1
sales,0,0.62204817,3,high,6,0.657268978,0,183.2571591,0
operations,0,0.647935987,3,medium,9,0.501527028,0,191.8875283,0
marketing,0,0.621583022,4,low,7,0.525184541,1,184.7334546,0
engineering,0,0.603565789,3,medium,6,0.546445996,0,182.5418586,0
engineering,0,0.65574226,3,high,5,0.578157508,0,179.6069122,0
operations,0,0.682764543,4,high,6,0.506354703,0,183.4075598,0
operations,0,0.522967129,3,low,5,0.669255001,0,181.2081895,0
engineering,0,0.653691877,3,medium,9,0.473859457,0,190.5718021,0
engineering,0,0.633330186,3,medium,5,0.678723091,0,178.9553775,0
retail,0,0.764367635,3,medium,5,0.480897069,1,178.820201,1
marketing,0,0.696638196,4,medium,5,0.570703815,0,180.0969832,0
retail,0,0.698489059,4,medium,8,0.340569086,0,187.5916944,1
retail,0,0.75117548,3,medium,7,0.444082195,0,187.3601509,0
support,0,0.53856514,4,low,5,0.75334637,0,179.7060322,0
engineering,0,0.571638913,3,medium,7,0.687459641,0,185.9522886,1
operations,0,0.617913673,3,medium,8,0.492704947,1,188.3195521,0
finance,0,0.769845855,3,medium,4,0.58541973,1,177.7665628,1
sales,0,0.728700342,3,medium,8,0.646842761,0,187.9783845,1
operations,0,0.765391352,4,medium,7,0.324310757,1,184.9949731,0
logistics,0,0.557977337,4,medium,6,0.819209952,0,181.813473,0
retail,0,0.702507243,3,medium,8,0.404439273,0,187.9132468,0
operations,0,0.677120322,4,medium,4,0.646027287,0,178.125351,0
operations,0,0.59641641,3,low,6,0.685664842,1,183.1922529,0
retail,0,0.83355728,3,high,5,0.508392147,0,178.6137228,1
sales,0,0.627493736,4,medium,8,0.354628831,0,187.8258299,0
operations,0,0.721067832,4,medium,7,0.40443549,0,184.7586028,0
support,0,0.600380174,3,medium,6,0.308957607,0,182.8135886,0
operations,0,0.569564517,4,medium,8,0.407190169,0,187.7753264,0
marketing,0,0.721376333,4,high,6,0.356594287,0,181.5662519,1
operations,0,0.683805728,4,low,7,0.287827642,0,185.5530951,0
operations,0,0.729870406,3,medium,5,0.518905993,1,180.0444218,0
admin,0,0.564661889,4,medium,5,0.646736269,0,181.3795312,0
operations,0,0.566117412,3,medium,7,0.393823747,0,186.2229283,0
support,0,0.550772635,4,medium,4,0.697585015,0,178.3028504,0
retail,0,0.787714725,3,medium,6,0.20106046,0,182.1704209,1
sales,0,0.651441792,3,medium,7,0.493525955,0,184.7527641,0
IT,0,0.682390771,3,medium,8,0.381929655,0,187.5215448,0
engineering,0,0.488069461,3,medium,8,0.478417427,0,189.9761096,0
